title,year,imdbid,id,bechdelRating,imdbAverageRating,numVotes,runtimeMinutes,genre1,genre2,genre3
Anne Of Windy Poplars,1940,32211.0,5320,3,6.4,219.0,86,Drama,Romance,
"Ape, The",1940,32215.0,2556,3,4.6,2071.0,62,Horror,,
Boom Town,1940,32273.0,1356,1,7.0,3832.0,119,Drama,Romance,Western
Chamber of Horrors / Door with the Seven Locks,1940,32406.0,4363,2,5.5,718.0,79,Drama,Horror,Mystery
Comrade X,1940,32349.0,1355,2,6.5,1838.0,104,Comedy,Romance,
"Dance, Girl, Dance",1940,32376.0,4415,3,6.8,3092.0,90,Comedy,Drama,Music
Fantasia,1940,32455.0,5039,0,7.7,104263.0,124,Animation,Family,Fantasy
Foreign Correspondent,1940,32484.0,7311,1,7.4,23797.0,120,Action,Romance,Thriller
Gaslight,1940,31359.0,5773,3,7.3,5309.0,84,Mystery,Thriller,
"Grapes of Wrath, The",1940,32551.0,1387,3,8.1,100202.0,129,Drama,,
"Great Dictator, The",1940,32553.0,3470,3,8.4,237891.0,125,Comedy,Drama,War
His Girl Friday,1940,32599.0,3033,3,7.8,63322.0,92,Comedy,Drama,Romance
Knute Rockne All American,1940,32676.0,8480,1,6.7,2159.0,98,Biography,Drama,Family
"Last Alarm, The",1940,32690.0,5802,3,5.6,228.0,61,Action,Adventure,Crime
"Letter, The",1940,32701.0,1380,2,7.5,14636.0,95,Crime,Drama,Film-Noir
"Mortal Storm, The",1940,32811.0,1501,3,7.7,6113.0,100,Drama,,
"Philadelphia Story, The",1940,32904.0,4943,3,7.9,74022.0,112,Comedy,Romance,
Pinocchio,1940,32910.0,478,1,7.5,160291.0,88,Adventure,Animation,Comedy
Pride and Prejudice,1940,32943.0,4257,3,7.4,9244.0,118,Drama,Romance,
Primrose Path,1940,32946.0,4354,3,6.8,1823.0,93,Drama,Mystery,Romance
Rebecca,1940,32976.0,618,3,8.1,147135.0,130,Drama,Mystery,Romance
"Return of Frank James, The",1940,32983.0,1366,0,6.6,3693.0,92,Drama,Western,
Santa Fe Trail,1940,33021.0,2678,1,6.2,4174.0,110,Drama,War,Western
"Sea Hawk, The",1940,33028.0,3050,3,7.6,10785.0,127,Action,Adventure,History
"Shop Around the Corner, The",1940,33045.0,7861,3,8.0,38666.0,99,Comedy,Drama,Romance
Strange Cargo,1940,33105.0,1357,0,6.9,2999.0,113,Adventure,Drama,Romance
"Thief of Bagdad, The",1940,33152.0,1265,0,7.4,14549.0,106,Adventure,Family,Fantasy
49th Parallel,1941,33627.0,2867,0,7.3,7692.0,123,Drama,Thriller,War
Ball of Fire,1941,33373.0,10347,2,7.7,14122.0,111,Comedy,Romance,
Buck Privates,1941,33436.0,2906,3,7.0,4738.0,84,Comedy,Musical,War
Cheers for Miss Bishop,1941,33459.0,2446,3,6.5,831.0,95,Drama,Romance,
Citizen Kane,1941,33467.0,1266,1,8.3,466884.0,119,Drama,Mystery,
"Devil and Miss Jones, The",1941,33533.0,1682,3,7.6,4792.0,92,Comedy,Romance,
Dumbo,1941,33563.0,1117,2,7.2,142420.0,64,Adventure,Animation,Drama
High Sierra,1941,33717.0,2410,1,7.5,19306.0,100,Action,Adventure,Drama
Hold That Ghost,1941,33723.0,2910,3,7.3,4275.0,86,Comedy,Crime,Horror
How Green Was My Valley,1941,33729.0,8983,3,7.7,26598.0,118,Drama,Family,
King of the Zombies,1941,33787.0,9192,3,5.2,2512.0,67,Adventure,Comedy,Horror
Ladies In Retirement,1941,33802.0,6318,1,7.1,1814.0,91,Crime,Drama,Film-Noir
"Lady Eve, The",1941,33804.0,1386,2,7.7,23440.0,94,Comedy,Romance,
"Little Foxes, The",1941,33836.0,1372,2,7.9,13149.0,116,Drama,Romance,
"Maltese Falcon, The",1941,33870.0,1230,1,8.0,166912.0,100,Crime,Film-Noir,Mystery
Meet John Doe,1941,33891.0,3717,3,7.6,14948.0,122,Comedy,Drama,Romance
Men of Boys Town,1941,33902.0,2468,1,6.6,1239.0,106,Drama,,
Mr. Bug Goes to Town,1941,33727.0,1941,1,6.9,1410.0,78,Animation,Comedy,Family
Murder by Invitation,1941,33928.0,6171,3,5.8,502.0,67,Comedy,Crime,Drama
"Reluctant Dragon, The",1941,34091.0,9025,3,6.7,3828.0,74,Animation,Comedy,Family
"Shanghai Gesture, The",1941,34175.0,1512,3,6.6,2970.0,95,Crime,Drama,Film-Noir
Sullivan&#39;s Travels,1941,34240.0,4359,3,7.9,28585.0,90,Adventure,Comedy,Drama
Sun valley serenade,1941,34241.0,8625,0,7.1,1959.0,86,Comedy,,
Suspicion,1941,34248.0,7329,3,7.3,42588.0,99,Film-Noir,Mystery,Thriller
Two-Faced Woman,1941,34328.0,1331,2,6.2,1984.0,90,Comedy,Mystery,Romance
"Wolf Man, The",1941,34398.0,2436,2,7.2,30813.0,70,Horror,Mystery,Romance
Bambi,1942,34492.0,1116,1,7.3,154467.0,69,Adventure,Animation,Drama
Black Dragons,1942,34521.0,3518,0,4.3,1275.0,64,Thriller,War,
Casablanca,1942,34583.0,1076,1,8.5,607539.0,102,Drama,Romance,War
Cat People,1942,34587.0,2708,3,7.2,26082.0,73,Fantasy,Horror,Thriller
"Corpse Vanishes, The",1942,34613.0,7697,1,4.6,3521.0,64,Horror,Sci-Fi,
For Me and My Gal,1942,34746.0,1675,3,7.0,3851.0,104,Musical,Romance,War
"Gay Sisters, The",1942,34770.0,10343,3,6.6,822.0,110,Drama,Romance,
I Married an Angel,1942,34882.0,1686,3,5.7,571.0,84,Comedy,Fantasy,Musical
"Magnificent Ambersons, The",1942,35015.0,1289,2,7.6,26840.0,88,Drama,Romance,
"Major and the Minor, The",1942,35019.0,681,3,7.4,7665.0,100,Comedy,Romance,
"Man Who Came to Dinner, The",1942,33874.0,4475,3,7.5,8989.0,112,Comedy,Romance,
Mrs. Miniver,1942,35093.0,6384,3,7.6,19518.0,134,Drama,Romance,War
"Now, Voyager",1942,35140.0,689,3,7.9,19074.0,117,Drama,Romance,
Saboteur,1942,35279.0,5938,1,7.1,28043.0,109,Thriller,War,
Saboteur,1942,35279.0,5939,1,7.1,28043.0,109,Thriller,War,
Sherlock Holmes and the Secret Weapon,1942,35317.0,5859,1,6.5,6672.0,68,Adventure,Crime,Drama
Son of Fury: The Story of Benjamin Blake,1942,35360.0,1388,1,7.1,1838.0,98,Drama,Romance,
Tales of Manhattan,1942,35415.0,3875,2,7.3,2519.0,118,Comedy,Drama,Romance
There Was a Father,1942,34591.0,3789,0,7.6,3167.0,94,Drama,,
To Be or Not to Be,1942,35446.0,5303,0,8.1,43237.0,99,Comedy,Romance,War
Woman of the Year,1942,35567.0,4870,3,7.1,11036.0,114,Comedy,Drama,Romance
Angels of Sin,1943,35636.0,7834,3,7.3,1776.0,80,Drama,,
China,1943,35735.0,8501,3,6.6,639.0,79,Drama,War,
Cry &#39;Havoc&#39;,1943,35770.0,5209,3,6.9,1221.0,97,Drama,War,
Day of Wrath,1943,36506.0,3753,3,8.1,11129.0,110,Drama,History,
Fires Were Started,1943,35881.0,5554,0,6.4,1331.0,63,Drama,War,
Girl Crazy,1943,35942.0,1691,1,6.8,2246.0,99,Comedy,Musical,
Guadalcanal Diary,1943,35957.0,1988,0,6.6,2285.0,93,Drama,War,
Heaven Can Wait,1943,35979.0,10778,3,7.3,12413.0,112,Comedy,Drama,Fantasy
I Walked with a Zombie,1943,36027.0,1955,3,7.0,13697.0,69,Drama,Fantasy,Horror
Jane Eyre,1943,36969.0,6781,3,7.5,9532.0,97,Drama,Romance,
Judo Saga (Sanshiro Sugata),1943,36400.0,4699,0,6.7,5653.0,79,Action,Adventure,Drama
La main du diable,1943,35017.0,7475,1,7.3,1800.0,80,Fantasy,Horror,
Le Corbeau: The Raven,1943,35753.0,3890,3,7.8,10926.0,92,Crime,Drama,Mystery
"Life and Death of Colonel Blimp, The",1943,36112.0,3839,2,8.0,16428.0,163,Drama,Romance,War
Millions Like Us,1943,36160.0,10283,3,6.8,1110.0,103,Drama,War,
"More the Merrier, The",1943,36172.0,7410,1,7.6,7495.0,104,Comedy,,
Old Acquaintance,1943,36230.0,1374,3,7.4,3871.0,110,Drama,Romance,
Ossessione,1943,35160.0,8801,1,7.6,8306.0,140,Crime,Drama,Romance
"Ox-Bow Incident, The",1943,36244.0,6310,1,8.0,25016.0,75,Drama,Western,
Sahara,1943,36323.0,1987,0,7.5,9816.0,97,Action,Drama,War
"Seventh Victim, The",1943,36341.0,8090,3,6.7,7590.0,71,Drama,Horror,Mystery
Shadow of a Doubt,1943,36342.0,4617,3,7.8,70683.0,108,Film-Noir,Thriller,
"Sky&#39;s the Limit, The",1943,36363.0,1959,1,6.3,1226.0,89,Comedy,Musical,Romance
So Proudly We Hail!,1943,36367.0,6315,3,7.4,2096.0,126,Drama,Romance,War
Tender Comrade,1943,36418.0,2407,3,6.2,1007.0,102,Drama,Romance,War
Watch on the Rhine,1943,36515.0,1375,3,7.1,4987.0,114,Drama,Thriller,
A Canterbury Tale,1944,36695.0,6515,3,7.3,6509.0,124,Comedy,Drama,Mystery
Arsenic and Old Lace,1944,36613.0,201,3,7.9,75067.0,118,Comedy,Crime,Thriller
Cover Girl,1944,36723.0,3134,3,6.7,5958.0,107,Comedy,Music,Musical
Die Feuerzangenbowle,1944,36818.0,9718,1,7.7,6621.0,97,Comedy,Family,
Double Indemnity,1944,36775.0,1416,3,8.3,167867.0,107,Crime,Drama,Film-Noir
Hail the Conquering Hero,1944,36891.0,1683,2,7.6,5154.0,101,Comedy,War,
I&#39;ll Be Seeing You,1944,36940.0,3279,3,7.1,2527.0,85,Drama,Family,Romance
Laura,1944,37008.0,2715,3,7.9,51686.0,88,Drama,Film-Noir,Mystery
Lifeboat,1944,37017.0,5983,3,7.6,31247.0,97,Drama,War,
Meet Me in St. Louis,1944,37059.0,1676,3,7.5,27736.0,113,Comedy,Drama,Family
Minstrel Man,1944,37076.0,6420,1,4.8,200.0,67,Musical,,
"Most Beautiful (Ichiban utsukushiku), The",1944,36947.0,4698,3,5.6,2423.0,85,Drama,,
Mr. Skeffington,1944,37094.0,1376,2,7.6,6704.0,146,Drama,Romance,
National Velvet,1944,37120.0,4222,3,7.3,8027.0,123,Drama,Family,Sport
Since You Went Away,1944,37280.0,3154,3,7.5,5103.0,177,Drama,Romance,War
"Three Caballeros, The",1944,38166.0,6319,0,6.3,15623.0,71,Animation,Comedy,Family
To Have and Have Not,1944,37382.0,3245,3,7.8,38082.0,100,Adventure,Comedy,Film-Noir
Torment,1944,36914.0,2045,0,7.3,3777.0,95,Drama,Romance,
"Uninvited, The",1944,37415.0,9270,3,7.2,12495.0,99,Fantasy,Horror,Mystery
Window in the Window,1944,37469.0,2181,1,7.6,17837.0,107,Crime,Drama,Film-Noir
Along Came Jones,1945,37508.0,1639,0,6.5,2417.0,90,Comedy,Romance,Western
Anchors Aweigh,1945,37514.0,6017,0,7.0,9454.0,140,Comedy,Fantasy,Musical
"Bells of St Mary&#39;s, The",1945,37536.0,10666,3,7.2,9400.0,126,Drama,,
Brief Encounter,1945,37558.0,1544,3,8.0,44375.0,86,Drama,Romance,
Children of Paradise,1945,37674.0,5129,2,8.3,21231.0,189,Drama,Romance,
"Corn Is Green, The",1945,37614.0,10345,3,7.3,3225.0,115,Drama,,
Dead of Night,1945,37635.0,7185,3,7.5,14259.0,77,Drama,Horror,
Detour,1945,37638.0,3999,1,7.3,19790.0,66,Crime,Drama,Film-Noir
"Enchanted Cottage, The",1945,37671.0,2434,3,7.5,3534.0,91,Drama,Fantasy,Romance
I Know Where I&#39;m Going,1945,37800.0,1213,3,7.4,9815.0,92,Drama,Romance,
Isle of the Dead,1945,37820.0,2004,3,6.5,5273.0,71,Drama,Horror,Mystery
Keep Your Powder Dry,1945,37843.0,5677,3,6.4,605.0,93,Drama,War,
Leave Her to Heaven,1945,37865.0,10235,3,7.6,14826.0,110,Drama,Film-Noir,Romance
Les dames du Bois de Boulogne,1945,37630.0,7835,3,7.2,4846.0,86,Drama,Romance,
"Lost Weekend, The",1945,37884.0,3583,2,7.9,40300.0,101,Drama,Film-Noir,
Mildred Pierce,1945,37913.0,794,3,7.9,28807.0,111,Crime,Drama,Film-Noir
"Objective, Burma!",1945,37954.0,3271,0,7.3,5561.0,142,Action,Adventure,Drama
"Red Dragon, The",1945,38017.0,6945,1,6.3,745.0,64,Mystery,,
"Rome, Open City",1945,38890.0,4428,3,8.0,29099.0,103,Drama,Thriller,War
Scarlet Street,1945,38057.0,5081,3,7.7,19269.0,102,Crime,Drama,Film-Noir
"Seventh Veil, The",1945,38924.0,1280,3,6.7,2384.0,94,Drama,Music,
Spellbound,1945,38109.0,4252,3,7.5,52360.0,111,Film-Noir,Mystery,Romance
Thin Man Goes Home,1945,37365.0,6848,2,7.3,6298.0,100,Comedy,Crime,Film-Noir
"Wicked Lady, The",1945,38250.0,9005,3,6.8,1645.0,97,Adventure,Drama,
"Woman in Green, The",1945,38259.0,5856,3,6.6,6896.0,68,Crime,Drama,Mystery
Beauty and the Beast,1946,38348.0,1268,3,7.9,28159.0,93,Drama,Fantasy,Romance
"Best Years of Our Lives, The",1946,36868.0,3982,2,8.1,70808.0,170,Drama,Romance,War
"Big Sleep, The",1946,38355.0,971,1,7.9,90669.0,114,Crime,Film-Noir,Mystery
"Chase, The",1946,38409.0,5497,1,6.4,2665.0,86,Crime,Film-Noir,Romance
"Dark Corner, The",1946,38453.0,5961,1,7.1,5234.0,99,Crime,Drama,Film-Noir
Deception,1946,38461.0,1377,0,7.0,4140.0,115,Drama,Film-Noir,Music
Devotion,1946,38474.0,1381,3,6.6,1016.0,107,Biography,Drama,Mystery
Dressed to Kill,1946,38494.0,4002,3,6.8,6939.0,76,Crime,Mystery,
Duel in the sun,1946,38499.0,4900,2,6.7,9517.0,129,Drama,Romance,Western
Gilda,1946,38559.0,2809,0,7.6,35417.0,110,Drama,Film-Noir,Romance
Great Expectations,1946,38574.0,9182,2,7.8,26471.0,118,Adventure,Drama,Mystery
"Harvey Girls, The",1946,38589.0,786,3,7.0,4880.0,102,Comedy,Drama,History
It&#39;s a Wonderful Life,1946,38650.0,2235,3,8.6,500398.0,130,Drama,Family,Fantasy
"Jolson Story, The",1946,38661.0,2654,1,7.2,1772.0,128,Biography,Drama,Music
Make Mine Music,1946,38718.0,8052,1,6.1,4974.0,75,Adventure,Animation,Comedy
My Darling Clementine,1946,38762.0,3783,1,7.7,25824.0,97,Drama,Romance,Western
Notorious,1946,38787.0,622,2,7.9,107509.0,102,Drama,Film-Noir,Romance
"Postman Always Rings Twice, The",1946,38854.0,1424,1,7.4,22964.0,113,Crime,Drama,Film-Noir
She-Wolf of London,1946,38934.0,10597,3,5.2,3044.0,61,Crime,Horror,Mystery
Song of the South,1946,38969.0,5646,2,6.9,15283.0,94,Animation,Comedy,Family
Stairway to Heaven,1946,38733.0,1231,0,8.0,25067.0,104,Drama,Fantasy,Romance
"Strange Woman, The",1946,38990.0,3145,3,6.5,2470.0,100,Drama,Romance,Thriller
"Stranger, The",1946,38991.0,7671,3,7.3,28775.0,95,Crime,Drama,Film-Noir
Terror by Night,1946,39017.0,5872,1,6.7,6954.0,60,Crime,Drama,Film-Noir
Two Sisters from Boston,1946,39054.0,1680,3,6.6,697.0,112,Comedy,Musical,Romance
"Years Between, The",1946,39112.0,8354,3,6.7,205.0,88,Drama,,
Black Narcissus,1947,39192.0,1211,3,7.7,27809.0,101,Drama,,
Body and Soul,1947,39204.0,8619,3,7.6,5375.0,104,Drama,Film-Noir,Sport
Build My Gallows High,1947,39689.0,6550,2,8.0,41041.0,97,Crime,Drama,Film-Noir
Calendar Girl,1947,39236.0,5779,2,5.8,279.0,88,Musical,Romance,
Crossfire,1947,39286.0,4411,2,7.3,9732.0,86,Crime,Drama,Film-Noir
Dark Passage,1947,39302.0,10523,2,7.5,22163.0,106,Film-Noir,Thriller,
Dishonored Lady,1947,39324.0,8646,3,6.4,1696.0,85,Crime,Drama,
"Egg and I, The",1947,39349.0,2287,3,6.9,3079.0,108,Comedy,Romance,
"Exile, The",1947,39360.0,1235,1,6.6,562.0,95,Adventure,Romance,
Fun &amp; Fancy Free,1947,39404.0,8053,1,6.4,9449.0,73,Adventure,Animation,Comedy
Gentleman&#39;s Agreement,1947,39416.0,9598,1,7.2,17815.0,118,Drama,Romance,
"Ghost and Mrs. Muir, The",1947,39420.0,3047,3,7.8,20946.0,104,Comedy,Drama,Fantasy
Good News,1947,39431.0,1679,2,6.7,2826.0,93,Comedy,Musical,Romance
Gunfighters,1947,39441.0,3112,2,6.3,924.0,87,Western,,
"Lady from Shanghai, The",1947,40525.0,8756,0,7.5,33454.0,87,Crime,Drama,Film-Noir
Miracle on 34th Street,1947,39628.0,8989,3,7.9,54998.0,96,Comedy,Drama,Family
Monsieur Verdoux,1947,39631.0,10635,3,7.8,19168.0,124,Comedy,Crime,Drama
Nada,1947,39650.0,7432,3,6.3,164.0,76,Drama,,
Odd Man Out,1947,39677.0,1278,2,7.6,11450.0,116,Crime,Drama,Film-Noir
"Paradine Case, The",1947,39694.0,2330,2,6.5,12431.0,125,Crime,Drama,Romance
"Shocking Miss Pilgrim, The",1947,39819.0,1681,3,6.4,507.0,85,Comedy,Musical,Romance
"Unfinished Dance, The",1947,39938.0,8729,3,6.5,508.0,101,Comedy,Drama,Musical
"Voice of the Turtle, The",1947,39969.0,10350,3,6.8,805.0,103,Comedy,Romance,
Abbott and Costello Meet Frankenstein,1948,40068.0,10163,3,7.3,19619.0,83,Comedy,Family,Fantasy
Act of Violence,1948,41088.0,4944,2,7.5,5727.0,82,Drama,Film-Noir,Thriller
Anna Karenina,1948,40098.0,1262,2,6.6,2956.0,139,Drama,Romance,
Bicycle Thieves,1948,40522.0,6517,2,8.3,175690.0,89,Drama,,
Bonnie Prince Charlie,1948,40183.0,1236,2,5.2,334.0,98,Biography,Drama,History
Brighton Rock,1948,39220.0,10599,3,7.3,6843.0,92,Crime,Drama,Film-Noir
Call Northside 777,1948,40202.0,5115,1,7.4,10282.0,112,Drama,Film-Noir,
Casbah,1948,40214.0,2256,1,6.0,575.0,94,Crime,Musical,
Command Decision,1948,40242.0,1354,0,7.3,2173.0,112,Action,Drama,War
Easter Parade,1948,40308.0,1677,3,7.3,11113.0,103,Musical,Romance,
Enchantment,1948,40321.0,1241,3,7.2,1405.0,100,Drama,Romance,
"Fuller Brush Man, The",1948,40379.0,2300,1,6.8,656.0,93,Action,Adventure,Comedy
Hamlet,1948,40416.0,1232,1,7.6,18441.0,154,Drama,,
I Remember Mama,1948,40458.0,4390,3,7.9,6068.0,134,Drama,Family,
It Happened in Europe,1948,39949.0,8559,0,7.6,1084.0,100,Drama,,
Joan of Arc,1948,40491.0,6363,3,6.4,3792.0,145,Biography,Drama,War
Key Largo,1948,40506.0,10524,3,7.7,44082.0,100,Action,Crime,Drama
Macbeth,1948,40558.0,8264,1,7.4,7817.0,107,Drama,History,War
Melody Time,1948,40580.0,8054,1,6.1,6973.0,75,Animation,Comedy,Family
Mr. Blandings Builds His Dream House,1948,40613.0,2445,3,7.2,12859.0,94,Comedy,Romance,
"Naked City, The",1948,40636.0,10359,1,7.5,15551.0,96,Crime,Drama,Film-Noir
Red River,1948,40724.0,1320,0,7.8,34513.0,133,Drama,Western,
"Red Shoes, The",1948,40725.0,1229,3,8.1,39307.0,135,Drama,Music,Romance
Rope,1948,40746.0,2040,0,7.9,154382.0,80,Crime,Drama,Mystery
"Snake Pit, The",1948,40806.0,2098,3,7.6,8446.0,108,Drama,Mystery,
Spring in a Small Town - &amp;#26149;&amp;#20043;&amp;#22478;&amp;#23567;,1948,189219.0,10667,3,7.3,3367.0,98,Drama,Romance,
"Treasure of the Sierra Madre, The",1948,40897.0,3239,0,8.2,132703.0,126,Adventure,Drama,Western
A Letter to Three Wives,1949,41587.0,3967,3,7.7,10835.0,103,Comedy,Drama,Romance
Adam&#39;s Rib,1949,41090.0,1716,3,7.4,22970.0,101,Comedy,Romance,
"Adventures of Ichabod and Mr. Toad, The",1949,41094.0,7059,0,6.8,17945.0,68,Animation,Comedy,Family
All the King&#39;s Men,1949,41113.0,9597,1,7.4,16635.0,110,Drama,Film-Noir,
"Barkleys of Broadway, The",1949,41158.0,1684,3,7.0,3514.0,109,Comedy,Musical,
Caught,1949,40221.0,1841,3,7.0,4369.0,88,Crime,Drama,Film-Noir
Come to the Stable,1949,41257.0,10420,3,7.1,1615.0,94,Comedy,Drama,
Flame of My Love,1949,42031.0,10135,3,7.3,481.0,96,Drama,Romance,
Flamingo Road,1949,41373.0,10174,3,7.1,3668.0,94,Drama,Film-Noir,Romance
"Fountainhead, The",1949,41386.0,4554,1,7.0,10946.0,114,Drama,Romance,
"Heiress, The",1949,41452.0,6358,3,8.1,17382.0,115,Drama,Romance,
I Was a Male War Bride,1949,41498.0,7018,2,7.0,9227.0,105,Comedy,Romance,War
Jour de Fete,1949,40497.0,9982,0,7.2,9078.0,70,Comedy,,
Kind Hearts and Coronets,1949,41546.0,4008,1,8.0,39798.0,106,Comedy,Crime,
Late Spring,1949,41154.0,3539,3,8.2,19433.0,108,Comedy,Drama,
Little Women,1949,41594.0,2232,3,7.2,8256.0,122,Drama,Family,Romance
"Man on the Eiffel Tower, The",1949,41628.0,2849,2,5.8,1030.0,97,Mystery,Thriller,
Mighty Joe Young,1949,41650.0,2651,0,7.0,5803.0,94,Adventure,Drama,Fantasy
On the Town,1949,41716.0,1690,3,7.3,18823.0,98,Comedy,Musical,Romance
Pinky,1949,41746.0,1736,3,7.2,3420.0,102,Drama,,
"Set-Up, The",1949,41859.0,1986,0,7.8,10128.0,73,Crime,Film-Noir,Sport
Tarzan&#39;s Magic Fountain,1949,41947.0,9702,0,5.9,657.0,73,Action,Adventure,Fantasy
"Third Man, The",1949,41959.0,611,0,8.1,182283.0,93,Film-Noir,Mystery,Thriller
Under Capricorn,1949,42004.0,7341,3,6.2,8143.0,117,Crime,Drama,Romance
All About Eve,1950,42192.0,139,3,8.2,139090.0,138,Drama,,
"Asphalt Jungle, The",1950,42208.0,2099,1,7.8,30084.0,112,Crime,Drama,Film-Noir
Born Yesterday,1950,42276.0,3990,3,7.5,12472.0,103,Comedy,Drama,Romance
Caged,1950,42296.0,10059,3,7.6,4734.0,97,Crime,Drama,Film-Noir
Cinderella,1950,42332.0,1057,3,7.3,174421.0,74,Animation,Family,Fantasy
D.O.A.,1950,42369.0,5350,1,7.2,13132.0,83,Crime,Drama,Film-Noir
"Flying Saucer, The",1950,42469.0,4031,1,3.6,621.0,69,Sci-Fi,Thriller,
Gun Crazy,1950,42530.0,10663,3,7.6,14904.0,87,Crime,Drama,Film-Noir
Harvey,1950,42546.0,2596,2,7.9,58354.0,104,Comedy,Drama,Fantasy
In a Lonely Place,1950,42593.0,4417,2,7.9,35446.0,94,Drama,Film-Noir,Mystery
Les enfants terribles,1950,42436.0,7836,3,6.9,4342.0,105,Drama,,
No Way Out,1950,42792.0,5232,3,7.4,6305.0,106,Crime,Drama,Film-Noir
Odette,1950,43871.0,4521,3,6.8,1044.0,105,Drama,History,War
Orpheus,1950,41719.0,3295,2,7.9,13464.0,112,Drama,Fantasy,Romance
Panic in the Streets,1950,42832.0,10181,0,7.2,8897.0,96,Crime,Drama,Film-Noir
Rashomon,1950,42876.0,1402,0,8.2,181040.0,88,Crime,Drama,Mystery
Scandal,1950,42958.0,7144,3,7.2,4690.0,105,Drama,,
Stage Fright,1950,42994.0,6233,3,7.0,16213.0,110,Film-Noir,Mystery,Thriller
Summer Stock,1950,43012.0,1678,3,7.1,4825.0,108,Musical,Romance,
Sunset Blvd.,1950,43014.0,608,3,8.4,237043.0,110,Drama,Film-Noir,
Tarzan and the Slave Girl,1950,43025.0,9700,0,5.7,624.0,74,Action,Adventure,
Three Secrets,1950,43045.0,8363,3,7.0,673.0,98,Crime,Drama,Mystery
Winchester &#39;73,1950,43137.0,10799,1,7.6,22032.0,92,Action,Drama,Western
A Streetcar Named Desire,1951,44081.0,2930,3,7.9,114575.0,122,Drama,,
Ace In The Hole,1951,43338.0,871,2,8.1,39301.0,111,Drama,Film-Noir,
"African Queen, The",1951,43265.0,1491,0,7.7,84459.0,105,Adventure,Drama,Romance
Alice in Wonderland,1951,43274.0,1207,3,7.3,154539.0,75,Adventure,Animation,Comedy
An American in Paris,1951,43278.0,3389,1,7.1,36961.0,114,Drama,Musical,Romance
Bellissima,1951,43332.0,3825,3,7.7,5411.0,108,Drama,,
Cause for Alarm!,1951,43390.0,5739,3,6.4,2657.0,74,Crime,Drama,Film-Noir
"Day the Earth Stood Still, The",1951,43456.0,1916,3,7.7,85930.0,92,Drama,Sci-Fi,
Diary of a Country Priest,1951,42619.0,2989,1,7.8,12753.0,95,Drama,,
Early Summer,1951,43313.0,3222,3,8.1,9719.0,125,Comedy,Drama,Romance
"Idiot, The",1951,43614.0,7157,3,7.2,5683.0,166,Drama,Romance,
Quo Vadis,1951,43949.0,5092,3,7.1,16818.0,171,Biography,Drama,Romance
Show Boat,1951,44030.0,2977,3,6.9,5389.0,108,Drama,Family,Musical
Strangers on a Train,1951,44079.0,1417,2,7.9,141291.0,101,Crime,Drama,Film-Noir
Surcos,1951,44092.0,7435,3,7.5,812.0,104,Crime,Drama,
Take Care of My Little Girl,1951,44100.0,4510,3,6.4,372.0,93,Drama,,
Tarzan&#39;s Peril,1951,43695.0,9703,1,5.7,645.0,78,Adventure,,
"Thing from Another World, The",1951,44121.0,3293,1,7.1,33517.0,87,Horror,Sci-Fi,
Westward the Women,1951,44205.0,6498,3,7.6,3824.0,118,Adventure,Drama,Western
"Bad and the Beautiful, The",1952,44391.0,7323,2,7.8,16506.0,118,Drama,Romance,
"Big Sky, The",1952,44419.0,1465,0,6.9,4786.0,140,Adventure,Drama,Western
Clash by Night,1952,44502.0,3403,3,7.0,7378.0,105,Drama,Film-Noir,Romance
Europe &#39;51,1952,43511.0,8241,3,7.4,4813.0,118,Drama,,
Forbidden Games,1952,43686.0,5972,3,8.0,13137.0,86,Comedy,Drama,War
"Greatest Show on Earth, The",1952,44672.0,9596,2,6.5,16094.0,152,Drama,Family,Romance
High Noon,1952,44706.0,2704,2,8.0,110448.0,85,Drama,Thriller,Western
Ikiru,1952,44741.0,7162,1,8.3,87950.0,143,Drama,,
Ivanhoe,1952,44760.0,10526,2,6.7,10256.0,106,Adventure,Drama,Romance
Limelight,1952,44837.0,6917,1,8.0,22190.0,137,Drama,Music,Romance
Lovely to Look at,1952,44855.0,1689,3,6.2,862.0,103,Comedy,Musical,Mystery
"Magic Box, The",1952,43769.0,1243,2,7.0,1419.0,118,Biography,Drama,History
Parasakthi,1952,215033.0,9955,2,7.6,355.0,188,Drama,,
"Quiet Man, The",1952,45061.0,2737,1,7.7,42505.0,129,Comedy,Drama,Romance
Singin&#39; in the Rain,1952,45152.0,612,3,8.3,261385.0,103,Comedy,Musical,Romance
"Snows of Kilimanjaro, The",1952,45162.0,6941,1,6.1,5910.0,114,Adventure,Drama,Romance
"Sound Barrier, The",1952,44446.0,10402,3,6.7,2334.0,109,Adventure,Drama,Romance
"Story of Robin Hood and His Merrie Men, The",1952,45197.0,9975,3,6.5,2350.0,84,Action,Adventure,Family
Tarzan&#39;s Savage Fury,1952,45220.0,9701,0,5.7,524.0,81,Action,Adventure,
"5,000 Fingers of Dr. T., The",1953,45464.0,8466,0,6.7,4500.0,89,Family,Fantasy,Music
